id, specie, body, feathers, beak, eyes, eyewear, headwear, outerwear, background
330, Owl, Stark, Red, Small - Orange, Relaxed - Yellow, , Queen's Crown, , Green
331, Owl, Professor, White, Long - Orange, Side-eye - Blue, , , , Purple
332, Owl, Crescent, Brown, Small - Gray, Angry - Yellow, , Diamond, , Green
333, Owl, Tranquil, Gray, Small - Orange, , Jobs Glasses, Mohawk (Green), , Purple
334, Owl, Sage, Brown, Small - Orange, Discerning - Blue, , , , Yellow
335, Owl, Brave, Red, Small - Orange, , Black-rimmed Glasses, , , Yellow
336, Owl, Tabby, Black, Small - Gray, , Rose-Colored Glasses, Fire, , Yellow
337, Owl, Professor, Black, Small - Orange, Rainbow - Epic, , , , Blue
338, Skeleton, Skeleton, Bone, Long - Skeleton, Relaxed - Skeleton, , Chromie, , Blue
339, Owl, Crescent, Black, Short - Gray, Open - Blue, , , , Pink
340, Owl, Brave, Blue, Long - Orange, , Black-rimmed Glasses, Rubber Duck, , Purple
341, Owl, Crescent, White, Small - Orange, , Rose-Colored Glasses, Fire, , Pink
342, Owl, Brave, Red, Short - Orange, Adorable - Epic, , Skully, , Green
343, Owl, Brave, Red, Long - Gray, Angry - Green, , Halo, , Gray
344, Owl, Stark, Gray, Short - Gray, Angry - Gray, , , , Purple
345, Owl, Stark, Brown, Small - Orange, Open - Red, , Pirate's Hat, Jean Jacket, Blue
346, Owl, Stark, Brown, Small - Gray, Discerning - Gray, Monocle, Mohawk (Green), , Gray
347, Owl, Crescent, White, Long - Orange, Side-eye - Red, , Durag, , Gray
348, Owl, Stark, Purple, Short - Orange, Relaxed - Yellow, , Forest Ranger, , Gray
349, Owl, Crescent, Purple, Short - Gray, , 3D Glasses, Fire, , Green
350, Owl, Brave, Purple, Short - Gray, Relaxed - Blue, , , , Pink
351, Owl, Crescent, Blue, Small - Orange, Relaxed - Yellow, , , Hoodie, Gray
352, Owl, Crescent, Purple, Short - Gray, Open - Purple, , Skully, , Yellow
353, Owl, Crescent, Brown, Small - Orange, Relaxed - Green, , Headband, , Pink
354, Owl, Stark, Black, Long - Orange, Discerning - Yellow, , Backwards Hat, , Gray
355, Owl, Professor, Green, Short - Gray, Adorable - Epic, , , , Pink
356, Robot, Robot, Metal, Long - Robot, Open - Robot, Big Tech, Space Helmet, , Yellow
357, Owl, Tranquil, Red, Short - Gray, Angry - Blue, , Mohawk (Green), , Blue
358, Owl, Crescent, Red, Small - Gray, Fire - Epic, , Mohawk (Green), , Green
359, Owl, Guardian, Blue, Small - Orange, Open - Red, Monocle, , , Yellow
360, Owl, Professor, Red, Small - Orange, Relaxed - Green, , , , Pink
361, Owl, Crescent, Gray, Small - Orange, Diamond - Epic, , , Hoodie, Green
362, Owl, Tranquil, Gray, Short - Gray, Open - White, Monocle, , , Purple
363, Owl, Guardian, Brown, Small - Orange, Side-eye - Red, , , , Pink
364, Owl, Crescent, Blue, Short - Gray, , Rose-Colored Glasses, Skully, Gold Chain, Purple
365, Owl, Guardian, Brown, Small - Gray, Angry - Blue, , Space Helmet, , Gray
366, Owl, Crescent, Brown, Short - Gray, Side-eye - White, , Mohawk (Pink), , Purple
367, Owl, Tabby, Red, Short - Gray, Discerning - Green, , Fire, , Blue
368, Owl, Crescent, Brown, Small - Orange, Adorable - Epic, , Lincoln, , Blue
369, Owl, Brave, Black, Small - Gray, Angry - Blue, , , , Gray
370, Owl, Tranquil, Purple, Short - Orange, Open - Red, , Crescent Talisman, , Green
371, Owl, Brave, White, Long - Gray, Relaxed - Blue, , Skully, , Blue
372, Owl, Brave, Red, Short - Gray, Discerning - Purple, , Raincloud, , Pink
373, Owl, Tabby, Black, Small - Orange, Discerning - Red, , Fire, , Purple
374, Skeleton, Skeleton, Bone, Short - Skeleton, Discerning - Skeleton, , Bow, , Pink
375, Owl, Crescent, Red, Short - Orange, Open - Red, , Hero's Cap, Hero's Tunic, Purple
376, Owl, Crescent, Gray, Long - Gray, Side-eye - Yellow, , , , Gray
377, Owl, Crescent, White, Small - Gray, Relaxed - Gray, , Lincoln, , Green
378, Owl, Crescent, Blue, Small - Orange, Open - Yellow, , Witch's Hat, , Yellow
379, Owl, Crescent, Brown, Small - Orange, Relaxed - Yellow, , Witch's Hat, , Yellow
380, Owl, Sage, Blue, Small - Gray, Open - Yellow, , Mohawk (Pink), , Blue
381, Owl, Tranquil, White, Small - Gray, Angry - White, , Dancing Flame, , Blue
382, Owl, Crescent, Purple, Short - Orange, Relaxed - Gray, , Moon Hat, , Green
383, Owl, Guardian, White, Small - Gray, Relaxed - White, , , , Blue
384, Owl, Crescent, Brown, Long - Gray, Open - White, , Wizard's Hat, , Blue
385, Owl, Crescent, Green, Short - Orange, Side-eye - White, , Pirate's Hat, , Purple
386, Owl, Tabby, Blue, Short - Gray, Relaxed - Purple, , , , Green
387, Owl, Emperor, Black, Short - Gray, Open - Blue, , Crescent Talisman, , Green
388, Owl, Tabby, Red, Small - Gray, Open - Gray, Half-moon Spectacles, Bow, , Yellow
389, Owl, Guardian, Blue, Long - Orange, Discerning - White, , , Jean Jacket, Blue
390, Robot, Robot, Metal, Long - Robot, Open - Robot, , Fire, , Blue
391, Owl, Crescent, White, Long - Gray, Fire - Epic, , Space Helmet, , Yellow
392, Owl, Tranquil, Purple, Small - Orange, Side-eye - Yellow, , , , Purple
393, Owl, Crescent, Brown, Short - Orange, , Rose-Colored Glasses, Fire, Diamond Necklace, Purple
394, Owl, Guardian, Blue, Small - Gray, Relaxed - Yellow, , , , Green
395, Owl, Crescent, Gray, Long - Gray, Adorable - Epic, , Grail, , Pink
396, Owl, Crescent, Purple, Short - Orange, Open - Yellow, , Dancing Flame, Diamond Necklace, Yellow
397, Owl, Professor, Green, Short - Orange, , Aviators, , , Purple
398, Owl, Tranquil, Gray, Small - Gray, Discerning - Gray, , Mohawk (Pink), Bomber Jacket, Yellow
399, Owl, Tabby, Purple, Small - Orange, Open - Purple, Half-moon Spectacles, Flower, , Blue
400, Owl, Guardian, Purple, Small - Orange, Discerning - Blue, , Flower, , Yellow
401, Owl, Tranquil, White, Short - Gray, Open - Gray, , Grail, Punk Jacket, Green
402, Owl, Crescent, Blue, Long - Gray, Open - Green, , Gremplin, , Blue
403, Owl, Professor, Red, Small - Orange, , Visor, , , Pink
404, Owl, Tabby, Black, Small - Gray, Discerning - Red, , , , Gray
405, Owl, Crescent, Blue, Short - Gray, Side-eye - Purple, , Beanie, , Purple
406, Owl, Crescent, Red, Small - Gray, Discerning - Gray, , Grail, , Yellow
407, Owl, Tabby, Pink, Small - Orange, Side-eye - Red, , Backwards Hat, , Purple
408, Owl, Stark, Brown, Small - Orange, Angry - Gray, , Halo, , Pink
409, Owl, Tabby, Red, Long - Gray, Discerning - Green, , Forest Ranger, , Pink
410, Owl, Tabby, Brown, Small - Orange, Angry - Purple, , Skully, , Blue
411, Owl, Guardian, White, Short - Gray, Open - Red, , Crescent Talisman, , Yellow
412, Skeleton, Skeleton, Bone, Long - Skeleton, Relaxed - Skeleton, Eyepatch, Beanie, , Pink
413, Owl, Stark, Red, Short - Orange, Side-eye - Gray, , Raincloud, , Green
414, Owl, Guardian, White, Short - Gray, Open - Blue, , , , Pink
415, Owl, Stark, Gray, Short - Orange, Side-eye - Yellow, , Mohawk (Green), , Yellow
416, Owl, Crescent, Green, Long - Orange, Side-eye - Gray, , Durag, , Blue
417, Owl, Crescent, Black, Short - Gray, Angry - Blue, , , , Pink
418, Robot, Robot, Metal, Short - Robot, Angry - Robot, , Diamond, Hoodie Down, Blue
419, Owl, Tranquil, White, Long - Orange, Angry - White, , Headband, Hoodie Down, Pink
420, Owl, Tabby, Purple, Short - Gray, Discerning - White, , , Jean Jacket, Pink
421, Owl, Sage, Red, Small - Orange, Relaxed - Yellow, , , , Pink
422, Owl, Guardian, Blue, Small - Gray, Open - Purple, , Headband, , Yellow
423, Owl, Tabby, Black, Small - Orange, , Visor, , , Yellow
424, Owl, Sage, Gray, Short - Orange, , Rose-Colored Glasses, , , Purple
425, Owl, Tabby, Red, Small - Orange, Rainbow - Epic, , Skully, , Blue
426, Owl, Tabby, White, Long - Orange, Discerning - Gray, , Queen's Crown, , Blue
427, Owl, Guardian, Brown, Small - Orange, Relaxed - Purple, , Space Helmet, , Gray
428, Owl, Emperor, White, Short - Orange, Discerning - White, , Bandana, , Purple
429, Robot, Robot, Metal, Short - Robot, , Visor, Raincloud, Punk Jacket, Gray
430, Owl, Crescent, Red, Short - Orange, Open - White, , Witch's Hat, , Green
431, Owl, Tabby, Green, Short - Gray, Open - White, , , , Pink
432, Owl, Crescent, Red, Short - Gray, , Rose-Colored Glasses, Cowboy Hat, , Yellow
433, Owl, Crescent, Blue, Short - Orange, Angry - Blue, , Lincoln, Diamond Necklace, Gray
434, Owl, Stark, Green, Short - Gray, Diamond - Epic, , , , Purple
435, Owl, Brave, Purple, Short - Gray, Heart - Epic, , , , Purple
436, Owl, Crescent, Black, Short - Gray, , Jobs Glasses, Karate Band, , Blue
437, Owl, Stark, Brown, Long - Gray, Discerning - Gray, , Cowboy Hat, , Green
438, Owl, Tranquil, Gray, Small - Gray, Angry - Gray, , , Diamond Necklace, Green
439, Owl, Sage, Gray, Short - Orange, Fire - Epic, , , Hoodie Down, Purple
440, Owl, Crescent, Green, Small - Orange, Relaxed - Red, , , Hoodie Down, Green
441, Owl, Crescent, Black, Short - Gray, Angry - Gray, , Beanie, , Yellow
442, Owl, Stark, Purple, Small - Orange, Rainbow - Epic, , Space Helmet, , Green
443, Owl, Tranquil, Blue, Short - Orange, Open - Gray, , Karate Band, , Green
444, Owl, Stark, Green, Short - Gray, Relaxed - White, , Moon Hat, , Pink
445, Owl, Crescent, Brown, Small - Gray, , Aviators, Captain's Cap, , Yellow
446, Owl, Tranquil, Red, Small - Orange, Open - Blue, , Tiny Crown, , Yellow
447, Owl, Guardian, Gray, Long - Orange, Adorable - Epic, , Space Helmet, , Green
448, Owl, Stark, Blue, Long - Gray, Relaxed - White, , Aviator's Cap, , Gray
449, Owl, Stark, Gray, Long - Orange, Relaxed - Yellow, , Skully, Hoodie Down, Pink
450, Owl, Tabby, Brown, Small - Gray, Relaxed - Purple, , Skully, , Purple
451, Owl, Stark, Black, Small - Gray, Moon - Epic, , Captain's Cap, , Purple
452, Owl, Tranquil, Red, Small - Orange, Relaxed - Green, Eyepatch, , , Pink
453, Owl, Tranquil, Blue, Short - Orange, Open - Blue, , Tiara, Hoodie Down, Purple
454, Owl, Tabby, Red, Short - Gray, Open - Yellow, , , Punk Jacket, Gray
455, Owl, Crescent, Red, Short - Orange, Angry - Gray, , Hero's Cap, Hero's Tunic, Blue
456, Owl, Crescent, Brown, Small - Orange, Angry - Gray, , , , Blue
457, Owl, Crescent, Brown, Long - Gray, Discerning - Purple, , Bow, , Green
458, Owl, Professor, Green, Small - Orange, Relaxed - Blue, , , , Purple
459, Owl, Crescent, Brown, Small - Gray, Discerning - Blue, , Beanie, , Green
460, Owl, Professor, Black, Small - Gray, Angry - Yellow, , , Bomber Jacket, Purple
461, Owl, Crescent, Purple, Short - Orange, Relaxed - Yellow, Eyepatch, , , Pink
462, Owl, Tranquil, Red, Small - Orange, , Rose-Colored Glasses, Gremplin, Punk Jacket, Blue
463, Owl, Brave, Brown, Small - Orange, Angry - Yellow, , , , Blue
464, Owl, Tranquil, Green, Small - Orange, Side-eye - Blue, , Flower, , Purple
465, Owl, Crescent, Gray, Small - Gray, Discerning - Gray, , Wizard's Hat, , Yellow
466, Owl, Crescent, Brown, Small - Gray, Angry - White, , Backwards Hat, Jean Jacket, Green
467, Owl, Crescent, Brown, Short - Orange, Discerning - White, , Diamond, , Blue
468, Owl, Crescent, Red, Small - Orange, Angry - Red, , , Hoodie, Green
469, Owl, Emperor, Gray, Short - Orange, Open - Green, , Bow, , Purple
470, Owl, Crescent, Gray, Small - Orange, Angry - Yellow, , Moon Hat, , Pink
471, Owl, Professor, Gray, Small - Orange, Discerning - White, , , , Yellow
472, Owl, Professor, Red, Small - Orange, Angry - Yellow, , Headband, , Pink
473, Owl, Crescent, Green, Short - Gray, Relaxed - Gray, , , Hoodie, Blue
474, Owl, Emperor, Red, Small - Orange, , Sunglasses, , , Blue
475, Owl, Guardian, Gray, Short - Orange, Heart - Epic, , , Gold Chain, Pink
476, Owl, Crescent, Blue, Long - Orange, Relaxed - Gray, , , , Green
477, Owl, Crescent, Red, Short - Gray, Relaxed - Yellow, , Durag, , Pink
478, Skeleton, Skeleton, Bone, Long - Skeleton, , Rose-Colored Glasses, Chromie, , Yellow
479, Owl, Crescent, Brown, Long - Gray, Open - Blue, , Wizard's Hat, , Yellow
480, Owl, Brave, Green, Small - Gray, Angry - Yellow, , , , Green
481, Owl, Stark, Gray, Small - Orange, Open - White, , Mohawk (Pink), Punk Jacket, Green
482, Owl, Crescent, Pink, Short - Orange, Rainbow - Epic, , Moon Hat, Hoodie Down, Pink
483, Owl, Stark, Purple, Long - Gray, Rainbow - Epic, , Skully, , Pink
484, Owl, Tabby, Black, Small - Orange, Angry - White, , , Punk Jacket, Pink
485, Owl, Crescent, Purple, Short - Gray, Relaxed - White, , Queen's Crown, , Gray
486, Owl, Crescent, Blue, Short - Gray, Relaxed - Gray, , Beanie, , Blue
487, Skeleton, Skeleton, Bone, Long - Skeleton, , Aviators, Bow, , Gray
488, Owl, Stark, Red, Small - Orange, , Visor, , , Yellow
489, Owl, Stark, Red, Small - Gray, Relaxed - Red, Eyepatch, Tiny Crown, , Purple
490, Owl, Stark, Gray, Short - Orange, Angry - Yellow, , Headband, , Purple
491, Owl, Tabby, Brown, Long - Gray, Side-eye - Red, , Chromie, , Pink
492, Owl, Crescent, Gray, Small - Orange, , 3D Glasses, Skully, , Gray
493, Owl, Tranquil, Blue, Short - Orange, Discerning - Green, , , , Yellow
494, Owl, Tranquil, White, Short - Orange, , 3D Glasses, , , Green
495, Owl, Tranquil, Pink, Short - Orange, Discerning - Green, , , Punk Jacket, Gray
496, Skeleton, Skeleton, Bone, Short - Skeleton, Adorable - Skeleton, Eyepatch, Beanie, , Yellow
497, Owl, Stark, Blue, Short - Gray, Side-eye - Blue, , Lincoln, , Pink
498, Owl, Crescent, Brown, Long - Gray, Open - Yellow, , Bucket Hat, , Pink
499, Owl, Crescent, Purple, Long - Gray, Open - Yellow, , , , Gray
500, Owl, Stark, Blue, Long - Orange, Relaxed - White, , Pirate's Hat, , Green
501, Owl, Stark, Gray, Short - Gray, Discerning - Green, , , , Pink
502, Owl, Crescent, Brown, Short - Orange, Open - White, , Raincloud, , Pink
503, Owl, Tranquil, Purple, Short - Gray, Open - Purple, , Halo, , Gray
504, Owl, Tranquil, White, Small - Orange, Open - Red, , Crescent Talisman, Hoodie Down, Yellow
505, Owl, Tabby, Purple, Small - Gray, Diamond - Epic, , , , Gray
506, Owl, Crescent, Purple, Short - Gray, Open - Purple, , Aviator's Cap, , Pink
507, Robot, Robot, Metal, Long - Robot, Open - Robot, Big Tech, Halo, Hoodie Down, Blue
508, Owl, Emperor, Red, Small - Orange, Open - Gray, , Skully, , Blue
509, Owl, Tranquil, Black, Small - Gray, Angry - Purple, , , , Blue
510, Owl, Tabby, Brown, Long - Orange, Rainbow - Epic, , Tiara, , Pink
511, Owl, Stark, Purple, Long - Gray, Side-eye - White, , , , Green
512, Owl, Tabby, Gray, Short - Orange, Open - Yellow, , , , Blue
513, Owl, Stark, Green, Small - Gray, Side-eye - Green, , Pirate's Hat, , Yellow
514, Owl, Stark, Black, Small - Orange, Side-eye - Purple, , Forest Ranger, , Yellow
515, Skeleton, Skeleton, Bone, Long - Skeleton, Discerning - Skeleton, Eyepatch, Tiny Crown, , Blue
516, Owl, Crescent, Gray, Short - Orange, Heart - Epic, , Beanie, , Purple
517, Owl, Tabby, Red, Long - Gray, Adorable - Epic, , Raincloud, , Purple
518, Owl, Professor, White, Short - Orange, Open - Purple, Big Tech, Halo, , Yellow
519, Owl, Crescent, Gray, Small - Gray, , Gazelles, Fire, , Yellow
520, Owl, Stark, Red, Small - Gray, Side-eye - Green, , Lincoln, , Gray
521, Owl, Brave, Gray, Short - Orange, , Sunglasses, Tiny Crown, , Green
522, Owl, Tranquil, Red, Small - Orange, Side-eye - Green, , , , Blue
523, Owl, Stark, Pink, Small - Orange, Fire - Epic, Monocle, Backwards Hat, , Gray
524, Owl, Crescent, Brown, Short - Gray, Fire - Epic, , Beanie, , Gray
525, Owl, Stark, Purple, Short - Gray, Open - Green, , Queen's Crown, , Gray
526, Owl, Crescent, White, Long - Orange, Adorable - Epic, , Karate Band, , Purple
527, Owl, Tranquil, Pink, Short - Gray, Relaxed - White, , Raincloud, , Purple
528, Owl, Tranquil, Red, Long - Orange, Open - Red, , Queen's Crown, Bomber Jacket, Blue
529, Owl, Emperor, Gray, Small - Orange, Side-eye - Yellow, , , Punk Jacket, Yellow
530, Owl, Guardian, Red, Short - Gray, Discerning - Purple, , Grail, , Purple
531, Owl, Tranquil, Blue, Small - Gray, Relaxed - Yellow, , , , Pink
532, Owl, Crescent, Black, Short - Gray, , Gazelles, Lincoln, , Gray
533, Owl, Crescent, White, Short - Gray, , Aviators, , Hoodie Down, Gray
534, Owl, Stark, Purple, Small - Orange, Heart - Epic, , Queen's Crown, , Yellow
535, Owl, Crescent, Brown, Small - Gray, Side-eye - Purple, , Durag, Jean Jacket, Purple
536, Owl, Crescent, Blue, Small - Orange, Fire - Epic, , Witch's Hat, , Purple
537, Owl, Tabby, Black, Short - Orange, Angry - White, , Space Helmet, , Green
538, Owl, Tabby, White, Small - Gray, Relaxed - Blue, , Headphones, , Green
539, Owl, Guardian, Brown, Long - Orange, Angry - Blue, , , Diamond Necklace, Gray
540, Owl, Stark, Black, Long - Orange, Relaxed - Gray, , Lincoln, , Blue
541, Owl, Professor, White, Small - Gray, Discerning - Yellow, , , , Green
542, Owl, Stark, Gray, Short - Orange, Open - Red, , Tiny Crown, , Green
543, Owl, Crescent, Pink, Short - Orange, Discerning - Red, , Moon Hat, , Yellow
544, Owl, Stark, Brown, Long - Gray, Relaxed - Yellow, , Aviator's Cap, , Yellow
545, Owl, Stark, Brown, Small - Orange, Side-eye - White, Eyepatch, Backwards Hat, , Purple
546, Owl, Stark, Black, Small - Orange, Open - Red, , Aviator's Cap, , Gray
547, Owl, Crescent, Red, Short - Orange, Side-eye - Yellow, , , Hoodie, Blue
548, Owl, Crescent, Red, Long - Orange, Side-eye - Gray, , Aviator's Cap, , Gray
549, Owl, Tranquil, Pink, Short - Orange, Relaxed - Purple, , Gremplin, Jean Jacket, Yellow
550, Owl, Crescent, Brown, Small - Orange, Side-eye - White, , Tiny Crown, , Yellow
551, Owl, Crescent, Purple, Long - Orange, Angry - Purple, , Aviator's Cap, , Yellow
552, Owl, Tranquil, Blue, Short - Orange, Angry - Green, , Halo, , Blue
553, Owl, Tranquil, Green, Short - Gray, Side-eye - Blue, , , , Blue
554, Owl, Emperor, Gray, Long - Gray, Relaxed - Purple, , Crescent Talisman, , Pink
555, Owl, Stark, Blue, Small - Orange, Fire - Epic, , Aviator's Cap, , Yellow
556, Owl, Crescent, Brown, Short - Gray, , Jobs Glasses, Karate Band, , Green
557, Owl, Professor, Pink, Small - Gray, Open - White, , , Gold Chain, Blue
558, Owl, Tabby, Red, Short - Gray, Rainbow - Epic, , Pirate's Hat, , Green
559, Owl, Crescent, Black, Small - Orange, Discerning - Purple, , Bucket Hat, , Gray
560, Owl, Stark, Red, Small - Orange, , Aviators, Fire, Punk Jacket, Purple
561, Owl, Crescent, Green, Small - Gray, Open - Purple, , Durag, , Yellow
562, Owl, Tranquil, Blue, Short - Orange, Open - Purple, , Space Helmet, , Green
563, Owl, Crescent, Purple, Short - Orange, , Jobs Glasses, Captain's Cap, , Gray
564, Owl, Tranquil, Red, Short - Orange, Relaxed - Green, , Skully, Jean Jacket, Gray
565, Owl, Emperor, Blue, Small - Orange, , Rose-Colored Glasses, Bandana, , Pink
566, Owl, Crescent, Red, Small - Orange, , Rose-Colored Glasses, Bucket Hat, , Yellow
567, Owl, Crescent, Brown, Small - Gray, Open - Green, , Headphones, , Blue
568, Owl, Stark, Gray, Short - Orange, Adorable - Epic, , Moon Hat, , Pink
569, Owl, Crescent, Blue, Short - Gray, Side-eye - White, , Mohawk (Pink), Diamond Necklace, Green
570, Owl, Guardian, Black, Small - Orange, Angry - Purple, , , , Pink
571, Owl, Tabby, Red, Small - Orange, Angry - Blue, , , Gold Chain, Purple
572, Skeleton, Skeleton, Bone, Short - Skeleton, Adorable - Skeleton, , Pirate's Hat, , Yellow
573, Owl, Stark, Black, Long - Gray, Open - Red, , Space Helmet, , Purple
574, Owl, Brave, Gray, Short - Gray, Relaxed - Gray, , Bandana, , Pink
